expense_id,employee_id,date,category,amount,status
EXP00442,TN0034,2026-05-02,Hotel,3941.24,Pending
EXP00443,TN0434,2026-02-13,Train,3932.53,Rejected
EXP00444,TN0295,2026-02-02,Meals,364.69,Rejected
EXP00445,TN0408,2026-01-28,Train,2958.29,Approved
EXP00446,TN0406,2026-03-19,Meals,937.56,Rejected
EXP00447,TN0212,2026-03-03,Meals,589.91,Approved
EXP00448,TN0499,2026-05-04,Cab,305.24,Approved
EXP00449,TN0417,2026-06-27,Meals,889.84,Pending
EXP00450,TN0291,2026-07-21,Train,2904.82,Approved
EXP00451,TN0089,2026-06-19,Internet,616.84,Rejected
EXP00452,TN0294,2026-08-03,Cab,418.66,Rejected
EXP00453,TN0238,2026-03-25,Meals,356.25,Pending
EXP00454,TN0091,2026-03-20,Cab,313.58,Approved
EXP00455,TN0351,2026-07-28,Meals,1434.15,Pending
EXP00456,TN0168,2026-05-07,Internet,1490.25,Approved
EXP00457,TN0112,2026-07-29,Flight,16252.55,Rejected
EXP00458,TN0415,2026-01-01,Office Supplies,989.61,Approved
EXP00459,TN0232,2026-05-17,Train,2193.92,Rejected
EXP00460,TN0229,2026-02-20,Flight,13063.51,Pending
EXP00461,TN0154,2026-05-26,Office Supplies,4592.06,Pending
EXP00462,TN0471,2026-08-30,Cab,1836.81,Pending
EXP00463,TN0046,2026-05-30,Hotel,5969.63,Rejected
EXP00464,TN0207,2026-08-05,Flight,15713.83,Approved
EXP00465,TN0190,2026-08-19,Meals,1748.64,Approved
EXP00466,TN0361,2026-05-24,Office Supplies,4899.87,Approved
EXP00467,TN0441,2026-03-14,Office Supplies,446.57,Pending
EXP00468,TN0360,2026-06-01,Cab,1619.25,Rejected
EXP00469,TN0196,2026-04-14,Cab,1172.7,Approved
EXP00470,TN0340,2026-02-14,Cab,476.81,Rejected
EXP00471,TN0197,2026-08-04,Train,4263.83,Approved
EXP00472,TN0148,2026-08-12,Internet,688.32,Approved
EXP00473,TN0037,2026-06-15,Hotel,2323.17,Pending
EXP00474,TN0337,2026-04-22,Flight,3812.28,Rejected
EXP00475,TN0413,2026-04-17,Office Supplies,2443.33,Rejected
EXP00476,TN0310,2026-08-27,Cab,1614.63,Pending
EXP00477,TN0261,2026-04-19,Meals,1512.11,Pending
EXP00478,TN0182,2026-02-27,Flight,9083.96,Approved
EXP00479,TN0296,2026-05-08,Office Supplies,3735.29,Rejected
EXP00480,TN0257,2026-03-10,Cab,2327.43,Rejected
EXP00481,TN0188,2026-01-09,Hotel,5631.57,Rejected
EXP00482,TN0189,2026-01-29,Meals,970.45,Rejected
EXP00483,TN0041,2026-02-06,Internet,1596.94,Pending
EXP00484,TN0239,2026-05-13,Hotel,5282.18,Rejected
EXP00485,TN0046,2026-03-04,Cab,1632.06,Rejected
EXP00486,TN0492,2026-06-21,Hotel,6535.78,Rejected
EXP00487,TN0409,2026-05-29,Train,3219.98,Pending
EXP00488,TN0274,2026-07-19,Hotel,4857.18,Rejected
EXP00489,TN0464,2026-05-01,Meals,1374.1,Pending
EXP00490,TN0181,2026-09-03,Office Supplies,1684.7,Approved
EXP00491,TN0019,2026-06-27,Meals,1399.08,Rejected
EXP00492,TN0402,2026-05-25,Train,682.52,Pending
EXP00493,TN0297,2026-02-13,Meals,282.59,Pending
EXP00494,TN0415,2026-07-08,Meals,243.68,Pending
EXP00495,TN0043,2026-02-02,Meals,322.98,Pending
EXP00496,TN0130,2026-02-03,Meals,649.56,Pending
EXP00497,TN0008,2026-07-09,Hotel,5909.81,Rejected
EXP00498,TN0379,2026-02-08,Internet,1169.98,Approved
EXP00499,TN0134,2026-07-20,Internet,854.29,Approved
EXP00500,TN0410,2026-05-16,Office Supplies,455.53,Approved
EXP00501,TN0496,2026-02-07,Meals,1694.31,Approved
EXP00502,TN0429,2026-05-07,Office Supplies,4969.85,Pending
EXP00503,TN0122,2026-06-19,Cab,1856.1,Approved
EXP00504,TN0108,2026-05-28,Internet,1762.75,Approved
EXP00505,TN0329,2026-03-09,Office Supplies,4151.8,Approved
EXP00506,TN0086,2026-04-29,Cab,1269.15,Pending
EXP00507,TN0383,2026-08-31,Office Supplies,4635.56,Approved
EXP00508,TN0195,2026-06-24,Internet,1085.11,Pending
EXP00509,TN0075,2026-05-16,Office Supplies,2343.25,Pending
EXP00510,TN0475,2026-07-24,Cab,1047.71,Pending
EXP00511,TN0493,2026-05-16,Internet,1933.81,Approved
EXP00512,TN0470,2026-05-17,Internet,1030.74,Pending
EXP00513,TN0313,2026-08-24,Internet,1787.53,Pending
EXP00514,TN0139,2026-03-10,Office Supplies,761.9,Rejected
EXP00515,TN0300,2026-04-11,Cab,1966.9,Rejected
EXP00516,TN0124,2026-07-07,Internet,1383.09,Approved
EXP00517,TN0267,2026-03-28,Internet,1535.42,Approved
EXP00518,TN0161,2026-05-21,Hotel,6447.85,Approved
EXP00519,TN0007,2026-04-16,Hotel,5297.06,Rejected
EXP00520,TN0229,2026-03-31,Flight,13741.39,Pending
EXP00521,TN0099,2026-01-09,Hotel,6031.3,Approved
EXP00522,TN0481,2026-06-02,Internet,1840.95,Approved
EXP00523,TN0487,2026-06-03,Internet,682.69,Approved
EXP00524,TN0045,2026-08-08,Meals,407.85,Rejected
EXP00525,TN0392,2026-08-19,Internet,1349.1,Approved
EXP00526,TN0459,2026-01-29,Internet,776.39,Pending
EXP00527,TN0240,2026-06-19,Hotel,6182.49,Pending
EXP00528,TN0394,2026-04-20,Internet,1855.09,Pending
EXP00529,TN0132,2026-02-11,Office Supplies,647.79,Approved
EXP00530,TN0196,2026-04-10,Train,4981.41,Pending
EXP00531,TN0490,2026-07-28,Train,1218.48,Approved
EXP00532,TN0252,2026-09-08,Flight,11959.68,Approved
EXP00533,TN0331,2026-05-06,Hotel,2322.21,Pending
EXP00534,TN0112,2026-06-07,Internet,659.37,Pending
EXP00535,TN0367,2026-03-08,Hotel,1471.91,Approved
EXP00536,TN0293,2026-07-06,Train,3975.29,Approved
EXP00537,TN0460,2026-05-08,Flight,12619.41,Approved
EXP00538,TN0478,2026-01-10,Internet,1085.73,Approved
EXP00539,TN0359,2026-03-26,Cab,1500.4,Rejected
EXP00540,TN0363,2026-08-29,Office Supplies,2606.19,Pending
EXP00541,TN0207,2026-08-05,Internet,1671.41,Approved
EXP00542,TN0277,2026-02-27,Hotel,4198.51,Rejected
EXP00543,TN0419,2026-07-19,Cab,434.83,Rejected
EXP00544,TN0479,2026-04-02,Train,3536.44,Pending
EXP00545,TN0029,2026-06-11,Internet,636.0,Rejected
EXP00546,TN0437,2026-09-03,Train,770.1,Pending
EXP00547,TN0390,2026-07-16,Train,3379.85,Approved
EXP00548,TN0284,2026-01-11,Cab,1702.73,Pending
EXP00549,TN0357,2026-04-10,Hotel,6118.81,Pending
EXP00550,TN0250,2026-01-22,Internet,1156.98,Approved
EXP00551,TN0072,2026-01-10,Flight,2893.15,Rejected
EXP00552,TN0123,2026-05-06,Cab,298.03,Rejected
EXP00553,TN0330,2026-03-20,Cab,1404.76,Pending
EXP00554,TN0495,2026-01-05,Hotel,3846.42,Pending
EXP00555,TN0404,2026-07-04,Hotel,4362.96,Approved
EXP00556,TN0414,2026-06-17,Internet,1284.68,Rejected
EXP00557,TN0446,2026-08-12,Meals,438.33,Rejected
EXP00558,TN0120,2026-08-25,Hotel,1487.65,Approved
EXP00559,TN0251,2026-06-17,Hotel,4875.51,Rejected
EXP00560,TN0024,2026-03-04,Internet,1473.18,Approved
EXP00561,TN0089,2026-06-11,Hotel,8256.37,Approved
EXP00562,TN0234,2026-06-06,Flight,15447.96,Approved
EXP00563,TN0419,2026-07-29,Hotel,2090.6,Rejected
EXP00564,TN0410,2026-06-07,Flight,3478.21,Approved
EXP00565,TN0219,2026-03-28,Office Supplies,4228.71,Rejected
EXP00566,TN0348,2026-04-13,Train,955.69,Rejected
EXP00567,TN0295,2026-05-20,Flight,7484.64,Approved
EXP00568,TN0392,2026-01-12,Meals,477.52,Approved
EXP00569,TN0062,2026-03-12,Flight,14242.03,Approved
EXP00570,TN0357,2026-04-05,Meals,464.01,Approved
EXP00571,TN0474,2026-05-29,Hotel,2240.29,Rejected
EXP00572,TN0314,2026-04-07,Office Supplies,1041.44,Pending
EXP00573,TN0042,2026-01-02,Hotel,2599.42,Approved
EXP00574,TN0362,2026-06-16,Meals,1619.06,Pending
EXP00575,TN0356,2026-07-26,Office Supplies,3931.04,Rejected
EXP00576,TN0065,2026-02-22,Flight,12417.3,Rejected
EXP00577,TN0231,2026-04-16,Flight,17040.39,Rejected
EXP00578,TN0355,2026-01-10,Meals,488.0,Pending
EXP00579,TN0314,2026-09-01,Hotel,6092.09,Pending
EXP00580,TN0179,2026-04-18,Hotel,5550.14,Approved
EXP00581,TN0061,2026-05-16,Hotel,6027.58,Rejected
EXP00582,TN0260,2026-02-26,Cab,1960.28,Rejected
EXP00583,TN0107,2026-03-12,Hotel,2711.01,Approved
EXP00584,TN0351,2026-08-05,Cab,1319.16,Approved
EXP00585,TN0344,2026-08-25,Hotel,1621.42,Pending
EXP00586,TN0146,2026-02-23,Cab,740.75,Rejected
EXP00587,TN0413,2026-08-16,Office Supplies,2429.79,Approved
EXP00588,TN0380,2026-01-14,Meals,481.42,Approved
EXP00589,TN0249,2026-05-12,Hotel,1752.7,Approved
EXP00590,TN0370,2026-04-24,Meals,1127.62,Pending
EXP00591,TN0102,2026-07-11,Internet,1847.56,Approved
EXP00592,TN0399,2026-01-29,Train,1447.8,Approved
EXP00593,TN0378,2026-04-16,Office Supplies,1239.79,Approved
EXP00594,TN0038,2026-05-01,Meals,975.05,Pending
EXP00595,TN0075,2026-02-25,Meals,927.99,Pending
EXP00596,TN0192,2026-02-04,Cab,1841.58,Rejected
EXP00597,TN0184,2026-09-07,Train,1330.17,Approved
EXP00598,TN0017,2026-06-27,Meals,295.44,Approved
EXP00599,TN0057,2026-08-07,Cab,1227.66,Approved
EXP00600,TN0390,2026-03-29,Flight,16239.34,Rejected
EXP00601,TN0081,2026-07-22,Office Supplies,3298.6,Rejected
EXP00602,TN0464,2026-02-13,Meals,1752.22,Approved
EXP00603,TN0045,2026-04-16,Office Supplies,2752.31,Approved
EXP00604,TN0303,2026-05-02,Office Supplies,2474.99,Approved
EXP00605,TN0374,2026-04-20,Internet,1808.9,Approved
EXP00606,TN0168,2026-04-22,Meals,555.85,Rejected
EXP00607,TN0485,2026-02-08,Meals,1637.2,Pending
EXP00608,TN0023,2026-01-11,Cab,1873.67,Rejected
EXP00609,TN0018,2026-04-19,Meals,830.91,Rejected
EXP00610,TN0421,2026-01-26,Cab,1313.92,Approved
EXP00611,TN0286,2026-07-12,Hotel,6606.65,Pending
EXP00612,TN0487,2026-02-25,Flight,8055.29,Approved
EXP00613,TN0332,2026-01-24,Hotel,4942.31,Pending
EXP00614,TN0083,2026-06-30,Cab,2166.12,Rejected
EXP00615,TN0299,2026-01-07,Cab,1239.84,Approved
EXP00616,TN0448,2026-06-30,Cab,584.62,Pending
EXP00617,TN0321,2026-04-29,Internet,1450.1,Rejected
EXP00618,TN0037,2026-04-09,Internet,999.36,Approved
EXP00619,TN0152,2026-04-20,Office Supplies,1568.01,Rejected
EXP00620,TN0278,2026-05-28,Office Supplies,1273.59,Rejected
EXP00621,TN0042,2026-06-08,Train,3784.5,Approved
EXP00622,TN0264,2026-08-31,Internet,1045.99,Approved
EXP00623,TN0057,2026-04-09,Train,2540.62,Approved
EXP00624,TN0188,2026-04-04,Flight,12546.68,Rejected
EXP00625,TN0035,2026-05-24,Internet,1660.36,Approved
EXP00626,TN0172,2026-03-03,Meals,381.69,Pending
EXP00627,TN0378,2026-08-29,Office Supplies,3026.56,Rejected
EXP00628,TN0108,2026-07-12,Internet,1641.33,Pending
EXP00629,TN0181,2026-08-18,Train,2716.4,Pending
EXP00630,TN0142,2026-01-14,Hotel,4107.95,Pending
EXP00631,TN0249,2026-05-09,Meals,1527.3,Pending
EXP00632,TN0364,2026-05-17,Internet,1738.07,Pending
EXP00633,TN0232,2026-06-08,Train,4079.56,Rejected
EXP00634,TN0415,2026-09-08,Hotel,2669.16,Pending
EXP00635,TN0045,2026-01-21,Cab,2260.17,Pending
EXP00636,TN0491,2026-09-02,Hotel,2053.05,Pending
EXP00637,TN0058,2026-06-28,Flight,10193.1,Approved
EXP00638,TN0267,2026-09-01,Internet,534.04,Pending
EXP00639,TN0497,2026-06-24,Meals,1690.75,Pending
EXP00640,TN0178,2026-04-18,Cab,1883.62,Approved
EXP00641,TN0150,2026-02-18,Hotel,1371.89,Approved
EXP00642,TN0428,2026-08-31,Meals,1231.48,Pending
EXP00643,TN0297,2026-03-29,Internet,1469.08,Pending
EXP00644,TN0249,2026-06-01,Internet,1545.3,Rejected
EXP00645,TN0228,2026-04-28,Train,3009.36,Pending
EXP00646,TN0088,2026-07-22,Train,1443.2,Pending
EXP00647,TN0498,2026-03-15,Office Supplies,4273.91,Approved
EXP00648,TN0181,2026-03-14,Cab,2397.1,Rejected
EXP00649,TN0474,2026-02-11,Internet,1302.98,Approved
EXP00650,TN0499,2026-02-14,Office Supplies,3628.12,Rejected
EXP00651,TN0407,2026-02-09,Flight,6187.53,Approved
EXP00652,TN0163,2026-05-28,Flight,9333.77,Pending
EXP00653,TN0095,2026-02-22,Meals,1331.42,Rejected
EXP00654,TN0163,2026-09-08,Train,1080.54,Pending
EXP00655,TN0277,2026-09-07,Flight,10771.47,Approved
EXP00656,TN0472,2026-01-07,Cab,2338.01,Approved
EXP00657,TN0486,2026-04-28,Train,1117.85,Rejected
EXP00658,TN0280,2026-09-07,Meals,730.05,Rejected
EXP00659,TN0152,2026-05-02,Train,4860.19,Rejected
EXP00660,TN0342,2026-02-07,Office Supplies,2956.59,Pending
EXP00661,TN0174,2026-06-26,Hotel,6906.8,Approved
EXP00662,TN0072,2026-06-23,Meals,387.0,Approved
EXP00663,TN0206,2026-06-08,Office Supplies,1335.71,Pending
EXP00664,TN0048,2026-03-25,Hotel,5943.58,Approved
EXP00665,TN0299,2026-05-15,Flight,14609.89,Pending
EXP00666,TN0101,2026-01-06,Hotel,5399.62,Pending
EXP00667,TN0347,2026-06-21,Hotel,8811.55,Pending
EXP00668,TN0100,2026-05-06,Train,3174.59,Rejected
EXP00669,TN0484,2026-01-15,Internet,1041.6,Approved
EXP00670,TN0367,2026-08-07,Cab,1018.63,Pending
EXP00671,TN0007,2026-03-14,Train,2016.23,Pending
EXP00672,TN0448,2026-05-24,Hotel,2882.42,Pending
EXP00673,TN0380,2026-04-17,Office Supplies,2379.77,Approved
EXP00674,TN0413,2026-07-06,Cab,1862.22,Pending
EXP00675,TN0072,2026-08-02,Meals,1156.7,Approved
EXP00676,TN0107,2026-03-19,Cab,2472.7,Rejected
EXP00677,TN0172,2026-01-17,Meals,1409.78,Approved
EXP00678,TN0004,2026-04-15,Internet,1871.62,Pending
EXP00679,TN0090,2026-05-23,Cab,1819.08,Approved
EXP00680,TN0103,2026-02-17,Office Supplies,2094.32,Rejected
EXP00681,TN0252,2026-01-11,Office Supplies,4183.37,Rejected
EXP00682,TN0156,2026-05-07,Meals,1383.77,Approved
EXP00683,TN0014,2026-07-22,Hotel,2401.39,Pending
EXP00684,TN0490,2026-06-13,Office Supplies,3291.84,Approved
EXP00685,TN0335,2026-06-20,Train,2318.92,Pending
EXP00686,TN0465,2026-06-26,Internet,867.13,Approved
EXP00687,TN0392,2026-03-12,Cab,2486.68,Approved
EXP00688,TN0307,2026-07-10,Train,3072.9,Rejected
EXP00689,TN0224,2026-08-11,Train,3288.78,Pending
EXP00690,TN0499,2026-06-27,Office Supplies,862.04,Rejected
EXP00691,TN0376,2026-05-28,Hotel,7793.18,Approved
EXP00692,TN0298,2026-01-15,Flight,7455.06,Rejected
EXP00693,TN0070,2026-04-02,Flight,3319.77,Pending
EXP00694,TN0215,2026-06-12,Train,624.09,Pending
EXP00695,TN0272,2026-06-13,Hotel,5208.16,Rejected
EXP00696,TN0094,2026-07-15,Hotel,5870.35,Approved
EXP00697,TN0279,2026-03-24,Office Supplies,1786.19,Rejected
EXP00698,TN0410,2026-03-19,Train,3553.04,Rejected
EXP00699,TN0186,2026-01-25,Meals,1128.07,Approved
EXP00700,TN0007,2026-02-05,Meals,650.27,Pending
EXP00701,TN0211,2026-03-29,Flight,4087.48,Approved
EXP00702,TN0258,2026-02-26,Office Supplies,1185.56,Rejected
EXP00703,TN0315,2026-06-26,Office Supplies,4776.73,Rejected
EXP00704,TN0365,2026-05-22,Internet,1634.46,Approved
EXP00705,TN0214,2026-04-28,Hotel,2109.21,Approved
EXP00706,TN0473,2026-01-05,Cab,968.29,Rejected
EXP00707,TN0186,2026-02-05,Office Supplies,2377.11,Rejected
EXP00708,TN0268,2026-07-15,Train,1192.15,Pending
EXP00709,TN0015,2026-07-10,Office Supplies,857.41,Approved
EXP00710,TN0439,2026-06-27,Flight,13164.73,Pending
EXP00711,TN0065,2026-02-23,Flight,17707.2,Pending
EXP00712,TN0354,2026-07-15,Office Supplies,825.09,Approved
EXP00713,TN0397,2026-05-04,Office Supplies,2326.86,Approved
EXP00714,TN0056,2026-01-09,Office Supplies,3401.01,Rejected
EXP00715,TN0031,2026-05-01,Hotel,8286.53,Approved
EXP00716,TN0034,2026-03-19,Internet,515.41,Approved
EXP00717,TN0401,2026-02-01,Meals,528.64,Approved
EXP00718,TN0095,2026-06-21,Train,534.59,Approved
EXP00719,TN0434,2026-07-11,Train,4764.44,Pending
EXP00720,TN0181,2026-02-11,Office Supplies,2652.98,Rejected
EXP00721,TN0314,2026-03-03,Meals,1112.38,Approved
EXP00722,TN0420,2026-05-29,Office Supplies,365.73,Approved
EXP00723,TN0367,2026-02-19,Train,1190.16,Rejected
EXP00724,TN0003,2026-09-07,Internet,648.03,Approved
EXP00725,TN0472,2026-05-10,Office Supplies,3626.45,Pending
EXP00726,TN0358,2026-05-31,Flight,9314.82,Approved
EXP00727,TN0093,2026-08-02,Train,4913.99,Pending
EXP00728,TN0110,2026-05-12,Flight,8817.46,Pending
EXP00729,TN0064,2026-04-30,Hotel,5253.88,Pending
EXP00730,TN0391,2026-04-03,Internet,932.41,Rejected
EXP00731,TN0021,2026-01-22,Train,2671.08,Pending
EXP00732,TN0146,2026-04-27,Meals,1377.88,Rejected
EXP00733,TN0500,2026-08-04,Cab,680.8,Pending
EXP00734,TN0149,2026-08-07,Cab,593.64,Approved
EXP00735,TN0459,2026-08-04,Office Supplies,2535.68,Rejected
EXP00736,TN0189,2026-02-15,Hotel,8990.04,Pending
EXP00737,TN0345,2026-01-27,Cab,1179.44,Rejected
EXP00738,TN0347,2026-01-22,Hotel,2318.27,Pending
EXP00739,TN0356,2026-06-01,Hotel,6983.17,Approved
EXP00740,TN0034,2026-04-04,Flight,7748.79,Rejected
EXP00741,TN0433,2026-04-14,Hotel,3016.38,Pending
EXP00742,TN0372,2026-05-08,Train,3918.16,Rejected
EXP00743,TN0304,2026-03-11,Office Supplies,4010.62,Rejected
EXP00744,TN0483,2026-04-13,Train,2588.8,Rejected
EXP00745,TN0487,2026-04-14,Cab,1351.82,Approved
EXP00746,TN0394,2026-04-27,Hotel,2153.08,Pending
EXP00747,TN0255,2026-03-01,Internet,1913.6,Approved
EXP00748,TN0051,2026-07-08,Hotel,7676.44,Pending
EXP00749,TN0348,2026-01-07,Flight,8430.81,Rejected
EXP00750,TN0168,2026-02-09,Train,3261.05,Approved
EXP00751,TN0390,2026-01-20,Internet,1627.41,Pending
EXP00752,TN0406,2026-04-30,Flight,7050.23,Pending
EXP00753,TN0252,2026-05-10,Train,2895.22,Rejected
EXP00754,TN0280,2026-01-05,Office Supplies,448.51,Pending
EXP00755,TN0451,2026-08-23,Hotel,4192.31,Pending
EXP00756,TN0437,2026-04-07,Cab,1230.19,Approved
EXP00757,TN0091,2026-05-23,Internet,1790.54,Pending
EXP00758,TN0453,2026-06-30,Flight,10117.93,Approved
EXP00759,TN0160,2026-07-03,Cab,1295.52,Approved
EXP00760,TN0292,2026-06-22,Cab,1701.18,Rejected
EXP00761,TN0277,2026-05-27,Cab,1268.39,Approved
EXP00762,TN0260,2026-01-15,Cab,768.97,Rejected
EXP00763,TN0498,2026-04-07,Meals,1282.38,Pending
EXP00764,TN0165,2026-01-16,Hotel,5805.61,Approved
EXP00765,TN0429,2026-04-04,Train,4123.95,Rejected
EXP00766,TN0014,2026-07-15,Internet,1011.88,Approved
EXP00767,TN0220,2026-03-30,Train,2294.88,Approved
EXP00768,TN0339,2026-03-04,Flight,6136.64,Pending
EXP00769,TN0304,2026-01-22,Internet,598.25,Pending
EXP00770,TN0059,2026-03-28,Flight,2805.54,Pending
EXP00771,TN0020,2026-04-28,Internet,1795.05,Rejected
EXP00772,TN0264,2026-08-19,Cab,776.55,Rejected
EXP00773,TN0241,2026-05-31,Hotel,8888.97,Pending
EXP00774,TN0293,2026-04-10,Train,3033.68,Pending
EXP00775,TN0052,2026-06-26,Internet,808.86,Pending
EXP00776,TN0258,2026-07-27,Office Supplies,3436.72,Approved
EXP00777,TN0315,2026-03-18,Train,4859.37,Approved
EXP00778,TN0255,2026-06-12,Office Supplies,4878.3,Approved
EXP00779,TN0431,2026-08-06,Meals,542.53,Pending
EXP00780,TN0025,2026-03-18,Meals,843.24,Approved
EXP00781,TN0320,2026-07-10,Hotel,6798.11,Rejected
EXP00782,TN0049,2026-06-01,Train,1657.48,Rejected
EXP00783,TN0411,2026-05-16,Cab,1153.7,Pending
EXP00784,TN0408,2026-01-20,Internet,1735.61,Rejected
EXP00785,TN0412,2026-03-18,Cab,1709.12,Pending
EXP00786,TN0103,2026-04-17,Cab,740.47,Rejected
EXP00787,TN0233,2026-06-21,Office Supplies,2873.54,Approved
EXP00788,TN0322,2026-06-30,Meals,1580.34,Rejected
EXP00789,TN0256,2026-02-24,Internet,1943.18,Rejected
EXP00790,TN0481,2026-04-30,Train,4710.95,Rejected
EXP00791,TN0415,2026-06-07,Office Supplies,3914.86,Pending
EXP00792,TN0479,2026-05-25,Internet,1440.14,Rejected
EXP00793,TN0103,2026-04-04,Cab,497.2,Approved
EXP00794,TN0383,2026-06-25,Office Supplies,1711.3,Pending
EXP00795,TN0211,2026-03-23,Office Supplies,4202.01,Approved
EXP00796,TN0325,2026-02-22,Office Supplies,2238.46,Pending
EXP00797,TN0331,2026-02-11,Train,3559.53,Approved
EXP00798,TN0208,2026-03-03,Hotel,2369.71,Approved
EXP00799,TN0126,2026-07-24,Office Supplies,1759.54,Pending
EXP00800,TN0287,2026-04-22,Cab,1670.27,Approved
EXP00801,TN0104,2026-02-10,Train,1027.58,Pending
EXP00802,TN0405,2026-07-25,Train,3429.89,Approved
EXP00803,TN0330,2026-08-07,Hotel,8717.54,Pending
EXP00804,TN0401,2026-01-06,Hotel,7904.76,Approved
EXP00805,TN0161,2026-06-04,Train,4388.99,Pending
EXP00806,TN0460,2026-04-04,Internet,1486.15,Approved
EXP00807,TN0204,2026-08-30,Office Supplies,3703.9,Approved
EXP00808,TN0121,2026-01-29,Meals,1375.17,Approved
EXP00809,TN0268,2026-06-20,Office Supplies,3027.97,Rejected
EXP00810,TN0129,2026-05-08,Hotel,3057.0,Approved
EXP00811,TN0396,2026-07-26,Train,1914.72,Rejected
EXP00812,TN0378,2026-04-10,Office Supplies,3817.36,Approved
EXP00813,TN0479,2026-04-19,Flight,4736.31,Approved
EXP00814,TN0110,2026-09-06,Train,2421.59,Pending
EXP00815,TN0442,2026-05-31,Hotel,5024.8,Pending
EXP00816,TN0359,2026-08-31,Hotel,3668.62,Pending
EXP00817,TN0244,2026-06-24,Flight,17431.39,Approved
EXP00818,TN0186,2026-05-02,Internet,1051.61,Pending
EXP00819,TN0011,2026-06-15,Meals,255.7,Rejected
EXP00820,TN0340,2026-07-24,Hotel,6587.32,Rejected
EXP00821,TN0123,2026-03-06,Meals,815.5,Rejected
EXP00822,TN0491,2026-06-29,Train,4554.52,Rejected
EXP00823,TN0063,2026-05-17,Office Supplies,1410.99,Pending
EXP00824,TN0199,2026-01-03,Cab,2329.64,Pending
EXP00825,TN0155,2026-01-24,Office Supplies,3856.34,Pending
EXP00826,TN0108,2026-08-09,Flight,16696.31,Rejected
EXP00827,TN0163,2026-08-14,Office Supplies,3903.68,Pending
EXP00828,TN0405,2026-01-09,Train,4385.65,Pending
EXP00829,TN0242,2026-07-08,Cab,2327.27,Pending
EXP00830,TN0368,2026-04-19,Office Supplies,771.86,Approved
EXP00831,TN0358,2026-03-08,Meals,306.19,Pending
EXP00832,TN0309,2026-07-06,Office Supplies,2874.32,Pending
EXP00833,TN0233,2026-06-27,Hotel,7143.41,Rejected
EXP00834,TN0329,2026-02-17,Internet,1165.11,Rejected
EXP00835,TN0070,2026-01-01,Cab,620.18,Pending
EXP00836,TN0161,2026-05-28,Hotel,2064.46,Approved
EXP00837,TN0265,2026-07-02,Office Supplies,4203.92,Approved
EXP00838,TN0434,2026-06-02,Internet,1115.47,Pending
EXP00839,TN0232,2026-05-03,Office Supplies,3755.31,Pending
EXP00840,TN0089,2026-06-25,Meals,1522.83,Pending
EXP00841,TN0102,2026-01-22,Cab,1013.86,Pending
EXP00842,TN0449,2026-04-07,Office Supplies,4456.4,Approved
EXP00843,TN0011,2026-08-31,Hotel,8400.28,Rejected
EXP00844,TN0314,2026-06-10,Flight,16556.09,Pending
EXP00845,TN0102,2026-03-09,Internet,1777.75,Approved
EXP00846,TN0206,2026-06-08,Cab,1560.92,Approved
EXP00847,TN0046,2026-09-03,Train,1182.57,Rejected
EXP00848,TN0061,2026-01-04,Internet,1288.76,Pending
EXP00849,TN0424,2026-06-22,Cab,428.5,Rejected
EXP00850,TN0105,2026-02-18,Office Supplies,4123.04,Pending
EXP00851,TN0148,2026-07-11,Cab,1047.87,Pending
EXP00852,TN0439,2026-02-22,Meals,544.91,Pending
EXP00853,TN0373,2026-06-23,Flight,8984.13,Pending
EXP00854,TN0406,2026-02-07,Hotel,3463.51,Pending
EXP00855,TN0121,2026-06-08,Cab,2282.22,Pending
EXP00856,TN0299,2026-06-25,Internet,1187.25,Approved
EXP00857,TN0241,2026-02-04,Office Supplies,1819.26,Rejected
EXP00858,TN0204,2026-06-25,Flight,13556.71,Rejected
EXP00859,TN0217,2026-07-08,Meals,609.96,Approved
EXP00860,TN0286,2026-01-16,Hotel,3796.33,Approved
EXP00861,TN0242,2026-08-21,Train,4985.0,Rejected
EXP00862,TN0496,2026-07-25,Meals,1335.31,Approved
EXP00863,TN0003,2026-03-06,Meals,1191.45,Pending
EXP00864,TN0203,2026-06-21,Train,1008.3,Rejected
EXP00865,TN0022,2026-05-29,Flight,6534.52,Rejected
EXP00866,TN0253,2026-08-27,Train,4438.33,Approved
EXP00867,TN0046,2026-03-23,Internet,1295.64,Approved
EXP00868,TN0134,2026-01-30,Train,603.15,Approved
EXP00869,TN0256,2026-08-12,Office Supplies,1620.7,Pending
EXP00870,TN0475,2026-04-21,Train,4552.85,Pending
EXP00871,TN0314,2026-08-01,Office Supplies,4655.57,Rejected
EXP00872,TN0161,2026-04-22,Flight,7390.92,Pending
EXP00873,TN0392,2026-09-01,Flight,11112.96,Rejected
EXP00874,TN0326,2026-07-24,Cab,275.07,Approved
EXP00875,TN0028,2026-02-28,Flight,3055.86,Pending
EXP00876,TN0084,2026-06-30,Cab,1175.61,Pending
EXP00877,TN0021,2026-04-24,Train,4948.57,Rejected
EXP00878,TN0249,2026-04-28,Cab,414.35,Rejected
EXP00879,TN0444,2026-02-07,Hotel,3926.91,Approved
EXP00880,TN0445,2026-03-14,Flight,15441.78,Rejected
EXP00881,TN0261,2026-07-30,Train,2990.94,Rejected
EXP00882,TN0300,2026-02-24,Meals,1796.81,Approved
EXP00883,TN0270,2026-07-16,Meals,488.91,Approved
