asset_id,employee_id,asset_type,asset_name,issue_date,warranty_expiry,status
IT00328,TN0328,Headset,Logitech H390,2024-11-11,2027-11-11,Assigned
IT00329,TN0329,Laptop,Lenovo ThinkPad E14,2024-04-21,2027-04-21,Assigned
IT00330,TN0330,Monitor,Dell 24-inch,2024-10-02,2027-10-02,Assigned
IT00331,TN0331,Mouse,Logitech M185,2025-12-16,2027-12-16,Assigned
IT00332,TN0332,Monitor,Dell 24-inch,2025-05-18,2026-05-18,Assigned
IT00333,TN0333,Laptop,MacBook Air M2,2026-03-03,2029-03-02,Assigned
IT00334,TN0334,Headset,Logitech H390,2025-03-02,2028-03-01,Assigned
IT00335,TN0335,Mouse,Dell MS116,2024-06-23,2025-06-23,Assigned
IT00336,TN0336,Monitor,Dell 24-inch,2025-12-21,2026-12-21,Assigned
IT00337,TN0337,Mouse,Logitech M185,2024-07-05,2027-07-05,Assigned
IT00338,TN0338,Mouse,Logitech M185,2025-08-03,2026-08-03,Assigned
IT00339,TN0339,Monitor,Dell 24-inch,2024-03-01,2027-03-01,Assigned
IT00340,TN0340,Monitor,LG 24-inch,2024-09-22,2026-09-22,Assigned
IT00341,TN0341,Headset,Jabra Evolve 20,2024-04-21,2027-04-21,Assigned
IT00342,TN0342,Laptop,MacBook Air M2,2024-10-27,2025-10-27,Assigned
IT00343,TN0343,Laptop,Lenovo ThinkPad E14,2024-10-10,2025-10-10,Assigned
IT00344,TN0344,Laptop,MacBook Air M2,2025-08-22,2026-08-22,Assigned
IT00345,TN0345,Mouse,Logitech M185,2025-11-19,2026-11-19,Assigned
IT00346,TN0346,Laptop,Dell Latitude 5440,2024-09-29,2025-09-29,Assigned
IT00347,TN0347,Laptop,Dell Latitude 5440,2024-08-04,2027-08-04,Assigned
IT00348,TN0348,Mouse,Dell MS116,2025-09-09,2028-09-08,Assigned
IT00349,TN0349,Mouse,Dell MS116,2025-04-29,2027-04-29,Assigned
IT00350,TN0350,Keyboard,Dell KB216,2025-01-14,2028-01-14,Assigned
IT00351,TN0351,Keyboard,Dell KB216,2024-09-02,2026-09-02,Assigned
IT00352,TN0352,Mouse,Dell MS116,2025-09-17,2026-09-17,Assigned
IT00353,TN0353,Keyboard,Dell KB216,2024-04-12,2025-04-12,Assigned
IT00354,TN0354,Mouse,Logitech M185,2026-01-12,2027-01-12,Assigned
IT00355,TN0355,Headset,Logitech H390,2024-05-05,2027-05-05,Assigned
IT00356,TN0356,Monitor,Samsung 27-inch,2025-01-12,2027-01-12,Assigned
IT00357,TN0357,Mouse,Logitech M185,2025-06-11,2027-06-11,Assigned
IT00358,TN0358,Laptop,Dell Latitude 5440,2025-10-15,2027-10-15,Assigned
IT00359,TN0359,Keyboard,Dell KB216,2024-02-16,2027-02-15,Assigned
IT00360,TN0360,Mouse,Dell MS116,2024-08-27,2027-08-27,Assigned
IT00361,TN0361,Mouse,Logitech M185,2026-01-26,2029-01-25,Assigned
IT00362,TN0362,Keyboard,Logitech K120,2025-03-14,2027-03-14,Assigned
IT00363,TN0363,Mouse,Logitech M185,2024-10-27,2027-10-27,Assigned
IT00364,TN0364,Monitor,Samsung 27-inch,2025-06-16,2028-06-15,Assigned
IT00365,TN0365,Headset,Logitech H390,2024-02-02,2025-02-01,Assigned
IT00366,TN0366,Laptop,MacBook Air M2,2024-11-04,2027-11-04,Assigned
IT00367,TN0367,Monitor,LG 24-inch,2025-04-01,2026-04-01,Assigned
IT00368,TN0368,Headset,Jabra Evolve 20,2024-09-03,2025-09-03,Assigned
IT00369,TN0369,Monitor,Samsung 27-inch,2026-02-10,2029-02-09,Assigned
IT00370,TN0370,Laptop,Dell Latitude 5440,2024-04-18,2026-04-18,Assigned
IT00371,TN0371,Monitor,LG 24-inch,2024-11-30,2026-11-30,Assigned
IT00372,TN0372,Monitor,Samsung 27-inch,2026-01-06,2028-01-06,Assigned
IT00373,TN0373,Mouse,Logitech M185,2025-11-17,2026-11-17,Assigned
IT00374,TN0374,Headset,Logitech H390,2025-10-10,2028-10-09,Assigned
IT00375,TN0375,Laptop,HP EliteBook 840,2025-12-09,2027-12-09,Assigned
IT00376,TN0376,Headset,Jabra Evolve 20,2026-02-23,2029-02-22,Assigned
IT00377,TN0377,Keyboard,Dell KB216,2025-01-21,2028-01-21,Assigned
IT00378,TN0378,Headset,Jabra Evolve 20,2025-03-23,2026-03-23,Assigned
IT00379,TN0379,Keyboard,Logitech K120,2024-04-28,2026-04-28,Assigned
IT00380,TN0380,Laptop,HP EliteBook 840,2024-04-01,2026-04-01,Assigned
IT00381,TN0381,Laptop,HP EliteBook 840,2025-08-09,2027-08-09,Assigned
IT00382,TN0382,Keyboard,Logitech K120,2025-01-24,2028-01-24,Assigned
IT00383,TN0383,Keyboard,Logitech K120,2024-03-04,2027-03-04,Assigned
IT00384,TN0384,Mouse,Dell MS116,2025-03-09,2027-03-09,Assigned
IT00385,TN0385,Monitor,Samsung 27-inch,2025-06-16,2028-06-15,Assigned
IT00386,TN0386,Headset,Logitech H390,2024-08-15,2025-08-15,Assigned
IT00387,TN0387,Laptop,Lenovo ThinkPad E14,2025-07-05,2027-07-05,Assigned
IT00388,TN0388,Monitor,LG 24-inch,2024-10-30,2025-10-30,Assigned
IT00389,TN0389,Mouse,Dell MS116,2024-05-30,2027-05-30,Assigned
IT00390,TN0390,Monitor,Samsung 27-inch,2026-02-03,2029-02-02,Assigned
IT00391,TN0391,Laptop,Lenovo ThinkPad E14,2025-09-05,2027-09-05,Assigned
IT00392,TN0392,Headset,Logitech H390,2025-12-06,2026-12-06,Assigned
IT00393,TN0393,Headset,Jabra Evolve 20,2025-05-04,2028-05-03,Assigned
IT00394,TN0394,Mouse,Dell MS116,2024-10-25,2027-10-25,Assigned
IT00395,TN0395,Laptop,HP EliteBook 840,2024-12-07,2025-12-07,Assigned
IT00396,TN0396,Monitor,Dell 24-inch,2025-12-18,2028-12-17,Assigned
IT00397,TN0397,Monitor,LG 24-inch,2025-05-14,2028-05-13,Assigned
IT00398,TN0398,Keyboard,Logitech K120,2025-11-06,2026-11-06,Assigned
IT00399,TN0399,Headset,Logitech H390,2025-02-05,2027-02-05,Assigned
IT00400,TN0400,Mouse,Dell MS116,2024-12-22,2026-12-22,Assigned
IT00401,TN0401,Laptop,Lenovo ThinkPad E14,2025-06-24,2028-06-23,Assigned
IT00402,TN0402,Keyboard,Dell KB216,2025-12-14,2026-12-14,Assigned
IT00403,TN0403,Laptop,Dell Latitude 5440,2024-05-14,2026-05-14,Assigned
IT00404,TN0404,Keyboard,Logitech K120,2025-04-13,2028-04-12,Assigned
IT00405,TN0405,Headset,Logitech H390,2024-05-20,2026-05-20,Assigned
IT00406,TN0406,Keyboard,Logitech K120,2024-05-28,2025-05-28,Assigned
IT00407,TN0407,Monitor,Dell 24-inch,2026-01-22,2029-01-21,Assigned
IT00408,TN0408,Keyboard,Logitech K120,2026-01-13,2029-01-12,Assigned
IT00409,TN0409,Monitor,Samsung 27-inch,2025-01-20,2027-01-20,Assigned
IT00410,TN0410,Monitor,LG 24-inch,2024-02-27,2025-02-26,Assigned
IT00411,TN0411,Mouse,Logitech M185,2024-07-02,2025-07-02,Assigned
IT00412,TN0412,Headset,Logitech H390,2025-10-27,2027-10-27,Assigned
IT00413,TN0413,Monitor,LG 24-inch,2025-10-04,2028-10-03,Assigned
IT00414,TN0414,Monitor,Dell 24-inch,2024-02-04,2025-02-03,Assigned
IT00415,TN0415,Mouse,Logitech M185,2025-05-15,2027-05-15,Assigned
IT00416,TN0416,Mouse,Logitech M185,2026-03-05,2029-03-04,Assigned
IT00417,TN0417,Mouse,Dell MS116,2025-10-27,2027-10-27,Assigned
IT00418,TN0418,Mouse,Logitech M185,2025-01-11,2026-01-11,Assigned
IT00419,TN0419,Laptop,MacBook Air M2,2024-03-25,2025-03-25,Assigned
IT00420,TN0420,Headset,Logitech H390,2024-08-18,2025-08-18,Assigned
IT00421,TN0421,Keyboard,Logitech K120,2025-12-11,2028-12-10,Assigned
IT00422,TN0422,Headset,Logitech H390,2024-07-04,2026-07-04,Assigned
IT00423,TN0423,Mouse,Logitech M185,2024-11-01,2027-11-01,Assigned
IT00424,TN0424,Laptop,HP EliteBook 840,2024-11-29,2025-11-29,Assigned
IT00425,TN0425,Mouse,Dell MS116,2025-12-18,2026-12-18,Assigned
IT00426,TN0426,Headset,Logitech H390,2025-07-03,2028-07-02,Assigned
IT00427,TN0427,Laptop,Dell Latitude 5440,2025-06-15,2028-06-14,Assigned
IT00428,TN0428,Monitor,Dell 24-inch,2025-11-05,2026-11-05,Assigned
IT00429,TN0429,Headset,Jabra Evolve 20,2025-12-12,2026-12-12,Assigned
IT00430,TN0430,Headset,Jabra Evolve 20,2025-04-02,2027-04-02,Assigned
IT00431,TN0431,Laptop,HP EliteBook 840,2024-05-11,2027-05-11,Assigned
IT00432,TN0432,Monitor,LG 24-inch,2024-03-30,2027-03-30,Assigned
IT00433,TN0433,Laptop,Lenovo ThinkPad E14,2024-03-27,2025-03-27,Assigned
IT00434,TN0434,Keyboard,Dell KB216,2025-07-11,2026-07-11,Assigned
IT00435,TN0435,Laptop,Dell Latitude 5440,2024-09-11,2026-09-11,Assigned
IT00436,TN0436,Headset,Logitech H390,2024-10-27,2027-10-27,Assigned
IT00437,TN0437,Monitor,Samsung 27-inch,2025-08-13,2027-08-13,Assigned
IT00438,TN0438,Keyboard,Logitech K120,2025-06-19,2027-06-19,Assigned
IT00439,TN0439,Laptop,HP EliteBook 840,2025-11-09,2026-11-09,Assigned
IT00440,TN0440,Laptop,Lenovo ThinkPad E14,2024-07-11,2025-07-11,Assigned
IT00441,TN0441,Monitor,Samsung 27-inch,2024-05-17,2027-05-17,Assigned
IT00442,TN0442,Monitor,LG 24-inch,2025-08-28,2027-08-28,Assigned
IT00443,TN0443,Monitor,LG 24-inch,2026-01-16,2029-01-15,Assigned
IT00444,TN0444,Laptop,Lenovo ThinkPad E14,2025-07-17,2027-07-17,Assigned
IT00445,TN0445,Mouse,Dell MS116,2025-10-27,2026-10-27,Assigned
IT00446,TN0446,Mouse,Dell MS116,2024-03-26,2026-03-26,Assigned
IT00447,TN0447,Monitor,Dell 24-inch,2025-07-02,2026-07-02,Assigned
IT00448,TN0448,Keyboard,Logitech K120,2025-10-10,2028-10-09,Assigned
IT00449,TN0449,Keyboard,Logitech K120,2025-07-31,2028-07-30,Assigned
IT00450,TN0450,Mouse,Dell MS116,2024-06-06,2026-06-06,Assigned
IT00451,TN0451,Mouse,Logitech M185,2024-01-27,2027-01-26,Assigned
IT00452,TN0452,Laptop,Dell Latitude 5440,2024-10-03,2025-10-03,Assigned
IT00453,TN0453,Headset,Logitech H390,2025-02-20,2026-02-20,Assigned
IT00454,TN0454,Laptop,Lenovo ThinkPad E14,2025-01-06,2027-01-06,Assigned
IT00455,TN0455,Monitor,Dell 24-inch,2024-08-19,2026-08-19,Assigned
IT00456,TN0456,Laptop,MacBook Air M2,2025-01-21,2026-01-21,Assigned
IT00457,TN0457,Laptop,Lenovo ThinkPad E14,2024-05-06,2025-05-06,Assigned
IT00458,TN0458,Headset,Logitech H390,2025-05-16,2026-05-16,Assigned
IT00459,TN0459,Headset,Logitech H390,2024-10-15,2027-10-15,Assigned
IT00460,TN0460,Headset,Jabra Evolve 20,2024-04-11,2025-04-11,Assigned
IT00461,TN0461,Keyboard,Logitech K120,2026-02-08,2028-02-08,Assigned
IT00462,TN0462,Keyboard,Dell KB216,2026-01-29,2029-01-28,Assigned
IT00463,TN0463,Mouse,Dell MS116,2025-08-29,2026-08-29,Assigned
IT00464,TN0464,Laptop,HP EliteBook 840,2025-12-04,2028-12-03,Assigned
IT00465,TN0465,Monitor,Samsung 27-inch,2024-05-26,2026-05-26,Assigned
IT00466,TN0466,Keyboard,Dell KB216,2024-02-24,2027-02-23,Assigned
IT00467,TN0467,Monitor,LG 24-inch,2025-11-25,2028-11-24,Assigned
IT00468,TN0468,Mouse,Dell MS116,2024-07-06,2026-07-06,Assigned
IT00469,TN0469,Mouse,Dell MS116,2025-05-29,2027-05-29,Assigned
IT00470,TN0470,Mouse,Logitech M185,2025-06-17,2028-06-16,Assigned
IT00471,TN0471,Keyboard,Dell KB216,2025-10-12,2026-10-12,Assigned
IT00472,TN0472,Mouse,Logitech M185,2026-02-28,2028-02-28,Assigned
IT00473,TN0473,Laptop,HP EliteBook 840,2024-03-19,2027-03-19,Assigned
IT00474,TN0474,Laptop,Dell Latitude 5440,2024-06-18,2027-06-18,Assigned
IT00475,TN0475,Laptop,MacBook Air M2,2026-01-31,2028-01-31,Assigned
IT00476,TN0476,Laptop,HP EliteBook 840,2025-03-10,2028-03-09,Assigned
IT00477,TN0477,Mouse,Logitech M185,2025-05-24,2028-05-23,Assigned
IT00478,TN0478,Mouse,Logitech M185,2024-01-15,2027-01-14,Assigned
IT00479,TN0479,Laptop,Lenovo ThinkPad E14,2026-01-01,2028-01-01,Assigned
IT00480,TN0480,Monitor,Samsung 27-inch,2026-01-26,2029-01-25,Assigned
IT00481,TN0481,Headset,Logitech H390,2024-02-13,2027-02-12,Assigned
IT00482,TN0482,Monitor,Dell 24-inch,2025-11-21,2028-11-20,Assigned
IT00483,TN0483,Monitor,Dell 24-inch,2024-03-17,2026-03-17,Assigned
IT00484,TN0484,Headset,Logitech H390,2024-12-27,2025-12-27,Assigned
IT00485,TN0485,Mouse,Dell MS116,2025-01-23,2026-01-23,Assigned
IT00486,TN0486,Laptop,HP EliteBook 840,2024-12-12,2027-12-12,Assigned
IT00487,TN0487,Headset,Logitech H390,2026-02-23,2027-02-23,Assigned
IT00488,TN0488,Keyboard,Dell KB216,2025-05-09,2027-05-09,Assigned
IT00489,TN0489,Monitor,Samsung 27-inch,2024-01-03,2027-01-02,Assigned
IT00490,TN0490,Headset,Logitech H390,2025-02-07,2026-02-07,Assigned
IT00491,TN0491,Headset,Logitech H390,2024-02-06,2026-02-05,Assigned
IT00492,TN0492,Laptop,MacBook Air M2,2024-12-30,2025-12-30,Assigned
IT00493,TN0493,Keyboard,Logitech K120,2024-11-01,2026-11-01,Assigned
IT00494,TN0494,Laptop,HP EliteBook 840,2024-12-24,2027-12-24,Assigned
IT00495,TN0495,Mouse,Logitech M185,2024-12-29,2025-12-29,Assigned
IT00496,TN0496,Mouse,Logitech M185,2025-05-18,2026-05-18,Assigned
IT00497,TN0497,Headset,Logitech H390,2025-06-10,2026-06-10,Assigned
IT00498,TN0498,Laptop,HP EliteBook 840,2025-05-14,2026-05-14,Assigned
IT00499,TN0499,Keyboard,Dell KB216,2024-08-19,2026-08-19,Assigned
IT00500,TN0500,Keyboard,Dell KB216,2024-11-02,2026-11-02,Assigned
